AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801191839|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801191840|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801191840|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801191840|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801191841|SAT-AC|info|nvl 1:(EnviarDadosVenda):223966 CF-e-SAT CFe35200803476811015264590003462880196347350408 gerado com sucesso
20200801191841|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801191947|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801191947|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801191947|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801191948|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801191948|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801191948|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801191949|SAT-AC|info|nvl 1:(EnviarDadosVenda):224129 CF-e-SAT CFe35200803476811015264590003462880196355916083 gerado com sucesso
20200801191949|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801192032|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801192032|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801192032|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192033|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192033|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192033|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801192034|SAT-AC|info|nvl 1:(EnviarDadosVenda):224332 CF-e-SAT CFe35200803476811015264590003462880196364578101 gerado com sucesso
20200801192034|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801192130|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801192130|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801192130|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192131|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192131|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192131|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801192132|SAT-AC|info|nvl 1:(EnviarDadosVenda):224565 CF-e-SAT CFe35200803476811015264590003462880196374557255 gerado com sucesso
20200801192132|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801192209|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801192209|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801192209|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192209|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192209|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192209|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192210|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192210|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192213|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801192213|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801192213|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192214|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192214|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192404|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801192404|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801192404|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192405|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192405|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192405|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801192406|SAT-AC|info|nvl 1:(EnviarDadosVenda):224821 CF-e-SAT CFe35200803476811015264590003462880196380875697 gerado com sucesso
20200801192406|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801192441|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801192441|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801192441|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192442|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192442|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192442|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801192443|SAT-AC|info|nvl 1:(EnviarDadosVenda):224951 CF-e-SAT CFe35200803476811015264590003462880196395576151 gerado com sucesso
20200801192443|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801192528|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801192528|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801192528|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192529|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192529|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192529|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192529|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192529|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192533|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801192533|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801192533|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192534|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192534|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192550|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801192550|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801192550|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192551|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192551|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192551|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801192552|SAT-AC|info|nvl 1:(EnviarDadosVenda):225327 CF-e-SAT CFe35200803476811015264590003462880196401931949 gerado com sucesso
20200801192552|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801192639|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801192639|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801192639|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192640|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192640|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192640|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192641|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192641|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192644|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801192644|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801192644|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192645|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192645|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192731|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801192731|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801192731|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192731|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192731|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192732|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801192733|SAT-AC|info|nvl 1:(EnviarDadosVenda):225689 CF-e-SAT CFe35200803476811015264590003462880196417045447 gerado com sucesso
20200801192733|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801192810|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801192810|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801192810|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192810|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192810|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192811|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801192812|SAT-AC|info|nvl 1:(EnviarDadosVenda):225897 CF-e-SAT CFe35200803476811015264590003462880196422539860 gerado com sucesso
20200801192812|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801192923|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801192923|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801192923|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801192923|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801192923|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801192924|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801192925|SAT-AC|info|nvl 1:(EnviarDadosVenda):226051 CF-e-SAT CFe35200803476811015264590003462880196431977610 gerado com sucesso
20200801192925|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801193739|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801193739|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801193739|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801193740|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801193740|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801193740|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801193741|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801193741|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801193744|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801193744|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801193744|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801193745|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801193745|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801193930|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801193930|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801193930|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801193931|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801193931|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801193931|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801193932|SAT-AC|info|nvl 1:(EnviarDadosVenda):226514 CF-e-SAT CFe35200803476811015264590003462880196442180921 gerado com sucesso
20200801193932|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801194053|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801194053|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801194053|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801194054|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801194054|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801194055|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801194056|SAT-AC|info|nvl 1:(EnviarDadosVenda):226689 CF-e-SAT CFe35200803476811015264590003462880196457744168 gerado com sucesso
20200801194056|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801194247|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801194247|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801194247|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801194248|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801194248|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801194248|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801194249|SAT-AC|info|nvl 1:(EnviarDadosVenda):226923 CF-e-SAT CFe35200803476811015264590003462880196467209842 gerado com sucesso
20200801194249|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801194550|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801194550|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801194550|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801194551|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801194551|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801194551|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801194552|SAT-AC|info|nvl 1:(EnviarDadosVenda):227074 CF-e-SAT CFe35200803476811015264590003462880196477730090 gerado com sucesso
20200801194552|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801194654|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801194654|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801194654|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801194655|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801194655|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801194655|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801194656|SAT-AC|info|nvl 1:(EnviarDadosVenda):227246 CF-e-SAT CFe35200803476811015264590003462880196480039475 gerado com sucesso
20200801194656|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801194807|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801194807|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801194807|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801194808|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801194808|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801194808|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801194809|SAT-AC|info|nvl 1:(EnviarDadosVenda):227303 CF-e-SAT CFe35200803476811015264590003462880196495900872 gerado com sucesso
20200801194809|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801194925|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801194925|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801194925|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801194925|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801194925|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801194926|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801194926|SAT-AC|info|nvl 1:(EnviarDadosVenda):227419 CF-e-SAT CFe35200803476811015264590003462880196500514220 gerado com sucesso
20200801194926|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801195035|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801195035|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801195035|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801195036|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801195036|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801195036|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801195037|SAT-AC|info|nvl 1:(EnviarDadosVenda):227619 CF-e-SAT CFe35200803476811015264590003462880196513771579 gerado com sucesso
20200801195037|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801195137|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801195137|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801195137|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801195138|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801195138|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801195138|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801195139|SAT-AC|info|nvl 1:(EnviarDadosVenda):227779 CF-e-SAT CFe35200803476811015264590003462880196526153585 gerado com sucesso
20200801195139|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801195307|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801195307|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801195307|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801195308|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801195308|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801195308|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801195309|SAT-AC|info|nvl 1:(EnviarDadosVenda):227899 CF-e-SAT CFe35200803476811015264590003462880196535560058 gerado com sucesso
20200801195309|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801195337|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801195337|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801195337|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801195337|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801195337|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801195338|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801195338|SAT-AC|info|nvl 1:(EnviarDadosVenda):228096 CF-e-SAT CFe35200803476811015264590003462880196541917973 gerado com sucesso
20200801195338|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801195428|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801195428|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801195428|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801195429|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801195429|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801195429|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801195430|SAT-AC|info|nvl 1:(EnviarDadosVenda):228308 CF-e-SAT CFe35200803476811015264590003462880196555845058 gerado com sucesso
20200801195430|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801195635|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801195635|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801195635|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801195636|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801195636|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801195636|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801195637|SAT-AC|info|nvl 1:(EnviarDadosVenda):228446 CF-e-SAT CFe35200803476811015264590003462880196566298304 gerado com sucesso
20200801195637|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801195818|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801195818|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801195818|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801195819|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801195819|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801195819|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801195820|SAT-AC|info|nvl 1:(EnviarDadosVenda):228582 CF-e-SAT CFe35200803476811015264590003462880196574115345 gerado com sucesso
20200801195820|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801195939|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801195939|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801195939|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801195939|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801195939|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801195952|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801195952|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801195952|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801195952|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801195952|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801195953|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801195954|SAT-AC|info|nvl 1:(EnviarDadosVenda):228847 CF-e-SAT CFe35200803476811015264590003462880196580147873 gerado com sucesso
20200801195954|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801200028|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801200028|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801200028|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801200029|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801200029|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801200029|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801200030|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801200030|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801200036|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801200036|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801200036|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801200037|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801200037|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801200118|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801200118|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801200118|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801200120|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801200120|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801200120|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801200121|SAT-AC|info|nvl 1:(EnviarDadosVenda):229247 CF-e-SAT CFe35200803476811015264590003462880196596207315 gerado com sucesso
20200801200121|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801200300|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801200300|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801200300|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801200301|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801200301|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801200302|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801200302|SAT-AC|info|nvl 1:(EnviarDadosVenda):229429 CF-e-SAT CFe35200803476811015264590003462880196605317661 gerado com sucesso
20200801200302|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801200437|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801200437|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801200437|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801200438|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801200438|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801200438|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801200439|SAT-AC|info|nvl 1:(EnviarDadosVenda):229612 CF-e-SAT CFe35200803476811015264590003462880196618276217 gerado com sucesso
20200801200439|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801200528|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801200528|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801200528|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801200528|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801200528|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801200529|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801200530|SAT-AC|info|nvl 1:(EnviarDadosVenda):229784 CF-e-SAT CFe35200803476811015264590003462880196623511911 gerado com sucesso
20200801200530|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801200715|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801200715|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200801200715|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200801200716|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200801200716|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200801200716|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200801200717|SAT-AC|info|nvl 1:(EnviarDadosVenda):229959 CF-e-SAT CFe35200803476811015264590003462880196634139113 gerado com sucesso
20200801200717|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200801200945|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200801200945|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
