AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728111938|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728112036|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728112036|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728112036|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112037|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112037|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112037|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112038|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112038|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112040|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728112040|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728112041|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112041|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112041|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112146|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728112146|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728112146|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112147|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112147|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112147|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728112148|SAT-AC|info|nvl 1:(EnviarDadosVenda):992324 CF-e-SAT CFe35200703476811015264590003462880191022651714 gerado com sucesso
20200728112148|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728112215|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728112215|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728112215|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112216|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112216|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112216|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728112217|SAT-AC|info|nvl 1:(EnviarDadosVenda):992465 CF-e-SAT CFe35200703476811015264590003462880191033516562 gerado com sucesso
20200728112217|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728112247|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728112247|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728112247|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112248|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112248|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112248|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728112249|SAT-AC|info|nvl 1:(EnviarDadosVenda):992625 CF-e-SAT CFe35200703476811015264590003462880191048022730 gerado com sucesso
20200728112249|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728112325|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728112325|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728112325|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112326|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112326|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112326|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112327|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112327|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112327|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728112327|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728112327|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112329|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112329|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112410|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728112410|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728112410|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112411|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112411|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112411|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728112412|SAT-AC|info|nvl 1:(EnviarDadosVenda):993014 CF-e-SAT CFe35200703476811015264590003462880191054370583 gerado com sucesso
20200728112412|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728112532|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728112532|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728112532|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112533|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112533|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112533|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728112534|SAT-AC|info|nvl 1:(EnviarDadosVenda):993139 CF-e-SAT CFe35200703476811015264590003462880191065228694 gerado com sucesso
20200728112534|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728112621|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728112621|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728112621|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112621|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112621|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112622|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112622|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112622|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112657|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728112657|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728112657|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112658|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112658|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112658|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112658|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112658|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112659|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728112659|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728112659|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112700|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112700|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112721|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728112721|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728112721|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112722|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112722|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112722|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728112723|SAT-AC|info|nvl 1:(EnviarDadosVenda):993729 CF-e-SAT CFe35200703476811015264590003462880191077836546 gerado com sucesso
20200728112723|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728112800|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728112800|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728112800|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112801|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112801|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112801|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728112802|SAT-AC|info|nvl 1:(EnviarDadosVenda):993851 CF-e-SAT CFe35200703476811015264590003462880191086880129 gerado com sucesso
20200728112802|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728112844|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728112844|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728112844|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112845|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112845|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112845|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112846|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112846|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728112912|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728112912|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728112912|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728112913|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728112913|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728113032|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728113032|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728113032|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728113033|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728113033|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728113033|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728113034|SAT-AC|info|nvl 1:(EnviarDadosVenda):994462 CF-e-SAT CFe35200703476811015264590003462880191094502308 gerado com sucesso
20200728113034|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728113310|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728113310|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728113310|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728113311|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728113311|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728113311|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728113312|SAT-AC|info|nvl 1:(EnviarDadosVenda):994671 CF-e-SAT CFe35200703476811015264590003462880191102042366 gerado com sucesso
20200728113312|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728113417|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728113417|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728113417|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728113418|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728113418|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728113418|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728113419|SAT-AC|info|nvl 1:(EnviarDadosVenda):994810 CF-e-SAT CFe35200703476811015264590003462880191116424142 gerado com sucesso
20200728113419|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728113523|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728113523|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728113523|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728113524|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728113524|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728113524|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728113525|SAT-AC|info|nvl 1:(EnviarDadosVenda):995045 CF-e-SAT CFe35200703476811015264590003462880191121761712 gerado com sucesso
20200728113525|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728113550|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728113550|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728113550|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728113551|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728113551|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728113551|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728113552|SAT-AC|info|nvl 1:(EnviarDadosVenda):995219 CF-e-SAT CFe35200703476811015264590003462880191131147103 gerado com sucesso
20200728113552|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728113651|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728113651|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728113651|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728113653|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728113653|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728113653|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728113654|SAT-AC|info|nvl 1:(EnviarDadosVenda):995468 CF-e-SAT CFe35200703476811015264590003462880191145363911 gerado com sucesso
20200728113654|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728113745|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728113745|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728113745|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728113746|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728113746|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728113746|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728113747|SAT-AC|info|nvl 1:(EnviarDadosVenda):995675 CF-e-SAT CFe35200703476811015264590003462880191156622166 gerado com sucesso
20200728113747|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728113905|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728113905|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728113905|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728113906|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728113906|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728113906|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728113907|SAT-AC|info|nvl 1:(EnviarDadosVenda):995820 CF-e-SAT CFe35200703476811015264590003462880191160765375 gerado com sucesso
20200728113907|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728114010|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728114010|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728114011|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728114011|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728114011|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728114012|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728114012|SAT-AC|info|nvl 1:(EnviarDadosVenda):995971 CF-e-SAT CFe35200703476811015264590003462880191176387006 gerado com sucesso
20200728114012|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728114135|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728114135|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728114135|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728114136|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728114136|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728114136|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728114137|SAT-AC|info|nvl 1:(EnviarDadosVenda):996134 CF-e-SAT CFe35200703476811015264590003462880191186193140 gerado com sucesso
20200728114137|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728114241|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728114241|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728114241|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728114242|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728114242|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728114242|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728114243|SAT-AC|info|nvl 1:(EnviarDadosVenda):996318 CF-e-SAT CFe35200703476811015264590003462880191190102714 gerado com sucesso
20200728114243|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728114357|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728114357|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728114357|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728114359|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728114359|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728114359|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728114400|SAT-AC|info|nvl 1:(EnviarDadosVenda):996467 CF-e-SAT CFe35200703476811015264590003462880191207465089 gerado com sucesso
20200728114400|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728114452|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728114452|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728114452|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728114453|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728114453|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728114453|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728114454|SAT-AC|info|nvl 1:(EnviarDadosVenda):996625 CF-e-SAT CFe35200703476811015264590003462880191211896404 gerado com sucesso
20200728114454|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728114524|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728114524|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728114524|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728114525|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728114525|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728114525|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728114526|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728114526|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728114649|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728114650|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728114650|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728114651|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728114651|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728114651|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728114651|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728114651|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728114825|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728114825|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728114825|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728114825|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728114825|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728114826|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728114827|SAT-AC|info|nvl 1:(EnviarDadosVenda):996985 CF-e-SAT CFe35200703476811015264590003462880191223394719 gerado com sucesso
20200728114827|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728115000|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728115000|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728115000|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728115000|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728115000|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728115001|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728115002|SAT-AC|info|nvl 1:(EnviarDadosVenda):997221 CF-e-SAT CFe35200703476811015264590003462880191232030058 gerado com sucesso
20200728115002|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728115022|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728115022|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728115022|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728115023|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728115023|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728115023|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728115024|SAT-AC|info|nvl 1:(EnviarDadosVenda):997428 CF-e-SAT CFe35200703476811015264590003462880191249945526 gerado com sucesso
20200728115024|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728115147|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728115147|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728115147|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728115148|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728115148|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728115148|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728115149|SAT-AC|info|nvl 1:(EnviarDadosVenda):997612 CF-e-SAT CFe35200703476811015264590003462880191253865752 gerado com sucesso
20200728115149|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728115230|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728115230|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728115230|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728115231|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728115231|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728115232|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728115232|SAT-AC|info|nvl 1:(EnviarDadosVenda):997798 CF-e-SAT CFe35200703476811015264590003462880191268795380 gerado com sucesso
20200728115233|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728115257|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728115257|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728115257|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728115258|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728115258|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728115258|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728115259|SAT-AC|info|nvl 1:(EnviarDadosVenda):997965 CF-e-SAT CFe35200703476811015264590003462880191273956486 gerado com sucesso
20200728115259|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728115332|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728115332|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728115332|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728115333|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728115333|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728115333|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728115334|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728115334|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728115334|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728115334|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728115334|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728115335|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728115335|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728115344|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728115344|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728115344|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728115345|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728115345|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728115345|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728115346|SAT-AC|info|nvl 1:(EnviarDadosVenda):998487 CF-e-SAT CFe35200703476811015264590003462880191288570287 gerado com sucesso
20200728115346|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728115451|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728115451|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728115451|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728115452|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728115452|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728115452|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
