Tienda,Cesion,"Fecha Salida","Fecha Entrada"
958,0018011050,"2018-04-16 09:18:24","2018-04-16 09:00:45"
958,0018012001,"2018-04-16 09:14:15","2018-04-16 08:57:13"
958,0018012624,"2018-04-16 10:41:00","2018-04-16 10:27:18"
958,0018013202,"2018-04-16 09:19:38","2018-04-16 09:09:02"
958,0018013597,"2018-04-16 10:43:12","2018-04-16 10:27:18"
958,0018013640,"2018-04-16 11:58:08","2018-04-16 11:51:54"
958,0018013913,"2018-04-16 09:12:53","2018-04-16 08:57:13"
958,0018014889,"2018-04-16 09:28:32","2018-04-16 09:12:36"
958,0018015082,"2018-04-16 10:45:12","2018-04-16 10:27:18"
958,0018015318,"2018-04-16 09:24:22","2018-04-16 09:12:35"
958,0018016162,"2018-04-16 09:23:16","2018-04-16 09:09:23"
958,0018016577,"2018-04-16 09:09:34","2018-04-16 08:57:13"
958,0018016598,"2018-04-16 09:04:03","2018-04-16 08:57:13"
958,0018016969,"2018-04-16 09:11:03","2018-04-16 08:57:13"
958,0018017396,"2018-04-16 09:17:45","2018-04-16 09:00:44"
958,0018018611,"2018-04-16 09:25:33","2018-04-16 09:12:35"
958,0018019742,"2018-04-16 11:57:11","2018-04-16 11:51:54"
958,0018020249,"2018-04-16 11:43:21","2018-04-16 11:51:54"
958,0018020722,"2018-04-16 09:22:11","2018-04-16 09:09:23"
958,0018021078,"2018-04-16 11:59:29","2018-04-16 11:51:54"
958,0018021186,"2018-04-16 09:44:31","2018-04-16 09:28:35"
958,0018022176,"2018-04-16 10:42:23","2018-04-16 10:27:18"
958,0018022212,"2018-04-16 10:44:26","2018-04-16 10:27:18"
958,0018022351,"2018-04-16 09:20:47","2018-04-16 09:09:23"
958,0018022404,"2018-04-16 09:20:27","2018-04-16 09:09:23"
958,0018022676,"2018-04-16 09:22:44","2018-04-16 09:09:23"
958,0018024213,"2018-04-16 11:59:10","2018-04-16 11:51:54"
958,0018024665,"2018-04-16 11:53:37","2018-04-16 11:51:54"
958,0018024746,"2018-04-16 10:43:47","2018-04-16 10:27:18"
958,0018025935,"2018-04-16 11:44:54","2018-04-16 11:51:54"
958,0018026724,"2018-04-16 11:52:35","2018-04-16 11:51:54"
958,0018026944,"2018-04-16 11:42:36","2018-04-16 11:51:54"
958,0018028846,"2018-04-16 11:54:48","2018-04-16 11:51:54"
958,0018032842,"2018-04-16 11:56:02","2018-04-16 11:51:54"
1427,0017978636,"2018-04-16 08:53:28","2018-04-16 09:25:17"
1427,0017992932,"2018-04-16 08:54:19","2018-04-16 09:25:17"
1427,0017993299,"2018-04-16 08:51:35","2018-04-16 09:25:17"
1427,0017999648,"2018-04-16 09:58:02","2018-04-16 10:57:08"
1427,0018011803,"2018-04-16 08:54:03","2018-04-16 09:25:17"
1427,0018014199,"2018-04-16 08:55:16","2018-04-16 09:25:17"
1427,0018015652,"2018-04-16 09:57:40","2018-04-16 10:57:08"
1773,0017999522,"2018-04-16 11:31:26","2018-04-16 11:39:36"
1773,0018016202,"2018-04-16 11:31:51","2018-04-16 11:40:13"
1773,0018016253,"2018-04-16 09:56:21","2018-04-16 10:02:18"
1776,0018004137,"2018-04-16 11:28:46","2018-04-16 11:39:13"
1776,0018008155,"2018-04-16 10:13:20","2018-04-16 11:05:30"
1776,0018009783,"2018-04-16 09:20:31","2018-04-16 09:33:08"
2781,0018017733,"2018-04-16 08:06:56","2018-04-16 08:09:43"
2781,0018021752,"2018-04-16 08:26:39","2018-04-16 08:36:34"
2901,0017993478,"2018-04-16 09:13:39","2018-04-16 09:18:12"
2901,0018009068,"2018-04-16 08:00:17","2018-04-16 08:37:32"
2901,0018021443,"2018-04-16 09:12:39","2018-04-16 09:17:02"
2901,0018022677,"2018-04-16 08:22:53","2018-04-16 08:37:32"
2901,0018025430,"2018-04-16 08:36:36","2018-04-16 08:56:19"
4950,0017972450,"2018-04-16 08:55:24","2018-04-16 08:57:18"
4950,0018009106,"2018-04-16 11:54:00","2018-04-16 11:56:10"
4950,0018011326,"2018-04-16 08:45:13","2018-04-16 08:47:31"
4950,0018011566,"2018-04-16 09:11:10","2018-04-16 09:13:07"
4950,0018016734,"2018-04-16 11:56:56","2018-04-16 12:00:45"
4950,0018017308,"2018-04-16 10:06:44","2018-04-16 10:10:49"
4950,0018022201,"2018-04-16 08:19:21","2018-04-16 08:46:37"
4950,0018024496,"2018-04-16 10:23:27","2018-04-16 10:28:37"
5001,0018001057,"2018-04-16 11:11:51","2018-04-16 11:18:08"
5001,0018001065,"2018-04-16 11:57:45","2018-04-16 12:04:38"
5001,0018013540,"2018-04-16 11:25:01","2018-04-16 11:28:08"
5001,0018022908,"2018-04-16 09:14:13","2018-04-16 09:20:54"
7070,0017997152,"2018-04-16 08:23:58","2018-04-16 08:50:43"
7070,0018010512,"2018-04-16 09:32:07","2018-04-16 10:07:51"
7070,0018021472,"2018-04-16 10:53:29","2018-04-16 12:55:26"
7120,0018015853,"2018-04-16 10:58:24","2018-04-16 11:05:54"
7987,0017960020,"2018-04-16 09:46:21","2018-04-16 09:55:38"
7987,0018006063,"2018-04-16 10:00:35","2018-04-16 10:10:13"
7987,0018017594,"2018-04-16 09:43:08","2018-04-16 09:50:13"
7987,0018022183,"2018-04-16 09:19:43","2018-04-16 09:40:40"
8256,0018000658,"2018-04-16 09:53:14","2018-04-16 10:07:16"
8256,0018009501,"2018-04-16 09:52:40","2018-04-16 10:06:47"
8256,0018024324,"2018-04-16 09:54:35","2018-04-16 10:07:16"
8256,0018024454,"2018-04-16 09:53:49","2018-04-16 10:07:16"
9489,0018019225,"2018-04-16 11:08:19","2018-04-16 11:15:21"
9586,0018007837,"2018-04-16 11:35:29","2018-04-16 11:41:51"
9586,0018017242,"2018-04-16 11:18:59","2018-04-16 11:23:17"
9831,0017964114,"2018-04-16 09:52:03","2018-04-16 09:53:35"
9831,0017984660,"2018-04-16 11:57:25","2018-04-16 12:02:54"
9831,0017989066,"2018-04-16 09:26:16","2018-04-16 09:28:47"
9831,0017989138,"2018-04-16 09:18:17","2018-04-16 09:27:06"
9831,0017994389,"2018-04-16 08:23:48","2018-04-16 08:48:52"
9831,0017994938,"2018-04-16 09:26:57","2018-04-16 09:37:56"
9831,0017996613,"2018-04-16 09:49:26","2018-04-16 09:53:21"
9831,0017997197,"2018-04-16 09:23:44","2018-04-16 09:28:47"
9831,0017997815,"2018-04-16 09:47:49","2018-04-16 09:53:21"
9831,0017998193,"2018-04-16 10:46:38","2018-04-16 10:48:14"
9831,0017998604,"2018-04-16 09:40:09","2018-04-16 09:47:48"
9831,0018001323,"2018-04-16 09:57:54","2018-04-16 10:02:40"
9831,0018002183,"2018-04-16 09:08:34","2018-04-16 09:12:38"
9831,0018003786,"2018-04-16 08:37:11","2018-04-16 08:48:52"
9831,0018004410,"2018-04-16 10:37:09","2018-04-16 10:48:14"
9831,0018004468,"2018-04-16 10:35:34","2018-04-16 10:43:10"
9831,0018004591,"2018-04-16 08:02:37","2018-04-16 08:06:44"
9831,0018009412,"2018-04-16 09:43:55","2018-04-16 09:53:21"
9831,0018009622,"2018-04-16 09:31:50","2018-04-16 09:39:04"
9831,0018010503,"2018-04-16 09:40:48","2018-04-16 09:53:21"
9831,0018011263,"2018-04-16 09:45:24","2018-04-16 09:53:21"
9831,0018011414,"2018-04-16 08:32:21","2018-04-16 08:48:52"
9831,0018012086,"2018-04-16 08:56:08","2018-04-16 09:02:04"
9831,0018012246,"2018-04-16 11:54:45","2018-04-16 11:57:54"
9831,0018012748,"2018-04-16 08:18:46","2018-04-16 08:21:52"
9831,0018013214,"2018-04-16 10:21:01","2018-04-16 10:43:10"
9831,0018013793,"2018-04-16 09:55:30","2018-04-16 09:57:41"
9831,0018014508,"2018-04-16 09:55:06","2018-04-16 09:57:41"
9831,0018014717,"2018-04-16 11:54:14","2018-04-16 11:57:54"
9831,0018015134,"2018-04-16 10:35:13","2018-04-16 10:43:10"
9831,0018015480,"2018-04-16 11:58:07","2018-04-16 12:02:54"
9831,0018016143,"2018-04-16 11:24:28","2018-04-16 11:30:24"
9831,0018016256,"2018-04-16 11:59:17","2018-04-16 12:02:54"
9831,0018016722,"2018-04-16 11:52:22","2018-04-16 11:57:54"
9831,0018017028,"2018-04-16 10:35:57","2018-04-16 10:43:10"
9831,0018017215,"2018-04-16 10:53:44","2018-04-16 10:58:14"
9831,0018017224,"2018-04-16 11:53:51","2018-04-16 11:57:54"
9831,0018017563,"2018-04-16 10:08:38","2018-04-16 10:10:04"
9831,0018018081,"2018-04-16 11:59:56","2018-04-16 12:02:54"
9831,0018018407,"2018-04-16 10:46:19","2018-04-16 10:48:14"
9831,0018018413,"2018-04-16 10:36:24","2018-04-16 10:48:14"
9831,0018019619,"2018-04-16 08:43:33","2018-04-16 08:48:52"
9831,0018019638,"2018-04-16 09:56:22","2018-04-16 10:02:40"
9831,0018020863,"2018-04-16 09:03:48","2018-04-16 09:07:04"
9831,0018021166,"2018-04-16 11:56:59","2018-04-16 12:02:54"
9831,0018023965,"2018-04-16 11:26:39","2018-04-16 11:30:24"
9831,0018032101,"2018-04-16 11:40:28","2018-04-16 11:42:54"
9832,0017966310,"2018-04-16 09:03:03","2018-04-16 09:06:55"
9832,0017972040,"2018-04-16 09:59:18","2018-04-16 10:02:59"
9832,0017973065,"2018-04-16 09:03:36","2018-04-16 09:06:55"
9832,0017976829,"2018-04-16 09:06:05","2018-04-16 09:19:22"
9832,0017977962,"2018-04-16 09:05:03","2018-04-16 09:09:52"
9832,0017979536,"2018-04-16 09:24:53","2018-04-16 09:38:16"
9832,0017980849,"2018-04-16 09:03:48","2018-04-16 09:06:55"
9832,0017983002,"2018-04-16 09:06:58","2018-04-16 09:19:22"
9832,0017984522,"2018-04-16 09:06:50","2018-04-16 09:19:22"
9832,0017994353,"2018-04-16 09:33:07","2018-04-16 09:38:16"
9832,0017994983,"2018-04-16 09:04:15","2018-04-16 09:09:52"
9832,0017995108,"2018-04-16 09:05:31","2018-04-16 09:19:22"
9832,0017997025,"2018-04-16 09:04:37","2018-04-16 09:09:52"
9832,0017998284,"2018-04-16 09:02:39","2018-04-16 09:06:55"
9832,0017998654,"2018-04-16 09:03:19","2018-04-16 09:06:55"
9832,0017998916,"2018-04-16 11:36:11","2018-04-16 11:40:02"
9832,0017999711,"2018-04-16 10:45:45","2018-04-16 11:39:35"
9832,0017999950,"2018-04-16 10:46:39","2018-04-16 11:39:35"
9832,0018000786,"2018-04-16 09:04:03","2018-04-16 09:07:13"
9832,0018002212,"2018-04-16 10:46:50","2018-04-16 11:39:36"
9832,0018004620,"2018-04-16 10:46:15","2018-04-16 11:39:35"
9832,0018005204,"2018-04-16 09:05:48","2018-04-16 09:19:22"
9832,0018005470,"2018-04-16 09:05:19","2018-04-16 09:19:22"
9832,0018005767,"2018-04-16 09:32:33","2018-04-16 09:38:16"
9832,0018008642,"2018-04-16 09:04:26","2018-04-16 09:09:52"
9832,0018008691,"2018-04-16 09:02:52","2018-04-16 09:06:55"
9832,0018008703,"2018-04-16 09:04:49","2018-04-16 09:09:52"
9832,0018009046,"2018-04-16 09:36:05","2018-04-16 09:40:32"
9832,0018010212,"2018-04-16 10:46:27","2018-04-16 11:39:35"
9832,0018010368,"2018-04-16 10:50:35","2018-04-16 11:40:02"
9832,0018010770,"2018-04-16 10:47:00","2018-04-16 11:39:36"
9832,0018011038,"2018-04-16 10:47:42","2018-04-16 11:39:36"
9832,0018011246,"2018-04-16 10:47:24","2018-04-16 11:39:36"
9832,0018012888,"2018-04-16 10:48:15","2018-04-16 11:39:36"
9832,0018015797,"2018-04-16 10:50:07","2018-04-16 11:40:02"
9832,0018016154,"2018-04-16 10:50:45","2018-04-16 11:40:02"
9832,0018016245,"2018-04-16 10:48:33","2018-04-16 11:39:36"
9832,0018016509,"2018-04-16 11:40:52","2018-04-16 11:46:37"
9832,0018019817,"2018-04-16 10:45:27","2018-04-16 11:39:15"
9832,0018021104,"2018-04-16 10:49:27","2018-04-16 11:40:02"
9832,0018021165,"2018-04-16 11:41:29","2018-04-16 11:46:37"
9832,0018021410,"2018-04-16 10:51:17","2018-04-16 11:40:02"
9832,0018022604,"2018-04-16 10:47:12","2018-04-16 11:39:36"
9832,0018023021,"2018-04-16 10:52:02","2018-04-16 11:40:02"
9832,0018024335,"2018-04-16 10:48:04","2018-04-16 11:39:36"
9832,0018025064,"2018-04-16 10:46:04","2018-04-16 11:39:35"
10009,0017923851,"2018-04-16 08:14:26","2018-04-16 08:18:08"
10009,0017953004,"2018-04-16 09:32:18","2018-04-16 10:06:38"
10009,0017989105,"2018-04-16 08:18:30","2018-04-16 08:19:54"
10009,0017999545,"2018-04-16 09:32:03","2018-04-16 10:00:26"
10009,0018002356,"2018-04-16 08:28:12","2018-04-16 08:29:37"
10009,0018004210,"2018-04-16 08:14:50","2018-04-16 08:18:08"
10009,0018007602,"2018-04-16 08:18:08","2018-04-16 08:19:36"
10009,0018008483,"2018-04-16 11:31:31","2018-04-16 11:33:47"
10009,0018008484,"2018-04-16 08:15:32","2018-04-16 08:18:08"
10009,0018009685,"2018-04-16 10:59:50","2018-04-16 11:05:37"
10009,0018009767,"2018-04-16 08:19:25","2018-04-16 08:20:55"
10009,0018010135,"2018-04-16 08:19:01","2018-04-16 08:20:21"
10009,0018010533,"2018-04-16 08:51:55","2018-04-16 09:10:01"
10009,0018012764,"2018-04-16 09:27:45","2018-04-16 09:32:44"
10009,0018013114,"2018-04-16 10:36:11","2018-04-16 10:39:47"
10009,0018013445,"2018-04-16 09:27:09","2018-04-16 09:32:44"
10009,0018013598,"2018-04-16 10:35:52","2018-04-16 10:39:47"
10009,0018013867,"2018-04-16 11:16:31","2018-04-16 11:18:47"
10009,0018016149,"2018-04-16 11:16:15","2018-04-16 11:18:47"
10009,0018016785,"2018-04-16 11:03:59","2018-04-16 11:05:37"
10009,0018017382,"2018-04-16 11:36:04","2018-04-16 11:38:47"
10009,0018017434,"2018-04-16 11:30:20","2018-04-16 11:33:47"
10009,0018017442,"2018-04-16 08:52:50","2018-04-16 09:10:01"
10009,0018021002,"2018-04-16 10:35:34","2018-04-16 10:39:47"
10009,0018021786,"2018-04-16 08:28:00","2018-04-16 08:29:37"
10009,0018021831,"2018-04-16 11:19:41","2018-04-16 11:23:47"
10009,0018022130,"2018-04-16 08:31:00","2018-04-16 09:09:06"
10009,0018022313,"2018-04-16 09:27:29","2018-04-16 09:32:44"
10009,0018022552,"2018-04-16 08:17:33","2018-04-16 08:19:22"
10009,0018025052,"2018-04-16 11:30:06","2018-04-16 11:33:47"
10009,0018025138,"2018-04-16 11:03:39","2018-04-16 11:05:37"
10009,0018025203,"2018-04-16 08:52:31","2018-04-16 09:10:01"
10009,0018025604,"2018-04-16 08:15:06","2018-04-16 08:18:08"
10009,0018026700,"2018-04-16 10:34:14","2018-04-16 10:39:47"
10009,0018026715,"2018-04-16 11:30:52","2018-04-16 11:33:47"
10009,0018026718,"2018-04-16 09:28:21","2018-04-16 09:32:44"
10009,0018026775,"2018-04-16 09:18:29","2018-04-16 09:21:39"
10009,0018026837,"2018-04-16 10:34:59","2018-04-16 10:39:47"
10009,0018027094,"2018-04-16 09:43:30","2018-04-16 10:06:38"
10009,0018027776,"2018-04-16 10:59:30","2018-04-16 11:05:37"
10009,0018028273,"2018-04-16 11:31:18","2018-04-16 11:33:47"
10009,0018028377,"2018-04-16 10:35:11","2018-04-16 10:39:47"
10009,0018029154,"2018-04-16 11:17:07","2018-04-16 11:18:47"
10053,0017998472,"2018-04-16 10:01:26",
10053,0018004139,"2018-04-16 10:43:02",
10053,0018011786,"2018-04-16 09:22:28",
10053,0018016503,"2018-04-16 09:41:03",
10053,0018026155,"2018-04-16 09:31:00",
10075,0017996697,"2018-04-16 11:58:20","2018-04-16 12:03:38"
10075,0017997059,"2018-04-16 11:58:56","2018-04-16 12:03:38"
10082,0018000836,"2018-04-16 10:28:59","2018-04-16 10:59:21"
10082,0018014699,"2018-04-16 10:02:29","2018-04-16 10:23:38"
10082,0018022026,"2018-04-16 10:35:21","2018-04-16 10:59:22"
10082,0018025471,"2018-04-16 11:51:10","2018-04-16 11:54:09"
10133,0017953497,"2018-04-16 08:07:06","2018-04-16 08:18:24"
10133,0017960897,"2018-04-16 09:49:01","2018-04-16 09:58:05"
10133,0017973313,"2018-04-16 08:02:36","2018-04-16 08:18:23"
10133,0017984352,"2018-04-16 08:06:43","2018-04-16 08:18:24"
10133,0017999646,"2018-04-16 09:51:58","2018-04-16 10:07:27"
10133,0018002465,"2018-04-16 09:50:11","2018-04-16 09:59:24"
10133,0018006044,"2018-04-16 09:50:25","2018-04-16 09:59:25"
10133,0018006201,"2018-04-16 08:03:46","2018-04-16 08:18:23"
10133,0018006733,"2018-04-16 11:40:00","2018-04-16 11:49:00"
10133,0018008328,"2018-04-16 08:01:53","2018-04-16 08:18:23"
10133,0018010620,"2018-04-16 11:40:26","2018-04-16 11:49:35"
10133,0018010706,"2018-04-16 09:50:38","2018-04-16 09:59:43"
10133,0018010795,"2018-04-16 09:49:58","2018-04-16 09:58:58"
10133,0018011587,"2018-04-16 09:49:45","2018-04-16 09:58:45"
10133,0018013864,"2018-04-16 08:06:20","2018-04-16 08:18:23"
10133,0018013907,"2018-04-16 09:50:50","2018-04-16 09:59:54"
10133,0018014128,"2018-04-16 08:21:51","2018-04-16 08:38:42"
10133,0018014631,"2018-04-16 09:59:03","2018-04-16 10:08:06"
10133,0018015212,"2018-04-16 09:48:46","2018-04-16 09:57:49"
10133,0018015458,"2018-04-16 11:40:14","2018-04-16 11:49:25"
10133,0018016850,"2018-04-16 09:51:30","2018-04-16 10:07:27"
10133,0018017767,"2018-04-16 09:49:25","2018-04-16 09:58:31"
10133,0018019771,"2018-04-16 09:51:40","2018-04-16 10:07:27"
10133,0018021424,"2018-04-16 11:39:45","2018-04-16 11:48:49"
10133,0018022163,"2018-04-16 11:39:17","2018-04-16 11:48:27"
10133,0018023085,"2018-04-16 09:54:30","2018-04-16 10:07:27"
10133,0018024596,"2018-04-16 09:49:13","2018-04-16 09:58:19"
10134,0018003873,"2018-04-16 08:56:49","2018-04-16 09:18:41"
10134,0018008318,"2018-04-16 08:01:44","2018-04-16 08:13:44"
10134,0018012178,"2018-04-16 09:54:38","2018-04-16 10:08:05"
10134,0018012222,"2018-04-16 10:45:34","2018-04-16 10:51:05"
10134,0018014154,"2018-04-16 10:47:15","2018-04-16 10:51:05"
10134,0018017079,"2018-04-16 10:46:09","2018-04-16 10:51:05"
10134,0018017602,"2018-04-16 10:46:56","2018-04-16 10:51:05"
10134,0018021012,"2018-04-16 10:10:52","2018-04-16 10:20:42"
10134,0018021417,"2018-04-16 08:57:06","2018-04-16 09:18:41"
10134,0018022522,"2018-04-16 11:23:58","2018-04-16 11:26:05"
10134,0018024215,"2018-04-16 10:45:51","2018-04-16 10:51:05"
10134,0018024469,"2018-04-16 09:55:02","2018-04-16 10:08:05"
10139,0017537765,"2018-04-16 10:31:06","2018-04-16 10:41:12"
10139,0018006016,"2018-04-16 09:45:13","2018-04-16 09:56:12"
10139,0018009423,"2018-04-16 09:21:21","2018-04-16 09:29:42"
10139,0018010201,"2018-04-16 11:30:29","2018-04-16 11:40:03"
10139,0018010360,"2018-04-16 09:42:02","2018-04-16 09:51:10"
10139,0018014451,"2018-04-16 08:40:15","2018-04-16 09:17:36"
10139,0018014684,"2018-04-16 11:44:52","2018-04-16 11:51:28"
10139,0018016603,"2018-04-16 10:00:53","2018-04-16 10:11:12"
10139,0018016976,"2018-04-16 09:21:04","2018-04-16 09:29:42"
10139,0018017139,"2018-04-16 11:06:13","2018-04-16 11:14:32"
10139,0018022511,"2018-04-16 10:04:39","2018-04-16 10:11:12"
10139,0018024468,"2018-04-16 08:15:41","2018-04-16 08:23:07"
10139,0018025078,"2018-04-16 10:21:50","2018-04-16 10:31:12"
10139,0018025711,"2018-04-16 10:50:33","2018-04-16 11:08:13"
10139,0018027189,"2018-04-16 10:33:17","2018-04-16 10:41:12"
10139,0018028094,"2018-04-16 11:07:02","2018-04-16 11:14:32"
10139,0018029137,"2018-04-16 11:52:43","2018-04-16 12:02:52"
10150,0017950678,"2018-04-16 08:25:01",
10150,0017980072,"2018-04-16 08:23:11",
10150,0018012358,"2018-04-16 10:09:53",
10150,0018013263,"2018-04-16 08:26:47",
10150,0018014127,"2018-04-16 10:41:55",
10150,0018015962,"2018-04-16 08:26:28",
10150,0018018386,"2018-04-16 10:15:22",
10168,0017712446,"2018-04-16 08:38:05","2018-04-16 08:47:24"
10168,0017995819,"2018-04-16 11:16:24","2018-04-16 11:20:20"
10168,0018001979,"2018-04-16 10:44:34","2018-04-16 10:48:40"
10168,0018011203,"2018-04-16 09:00:50","2018-04-16 09:04:56"
10168,0018012179,"2018-04-16 11:31:59","2018-04-16 11:35:20"
10168,0018012361,"2018-04-16 09:44:16","2018-04-16 09:48:45"
10168,0018013222,"2018-04-16 08:59:38","2018-04-16 09:04:24"
10168,0018013383,"2018-04-16 09:00:18","2018-04-16 09:04:56"
10168,0018013779,"2018-04-16 08:58:45","2018-04-16 09:04:24"
10168,0018016014,"2018-04-16 08:14:32","2018-04-16 08:28:46"
10168,0018016224,"2018-04-16 09:13:55","2018-04-16 09:17:15"
10168,0018021795,"2018-04-16 11:33:42","2018-04-16 11:35:54"
10168,0018022301,"2018-04-16 10:01:27","2018-04-16 10:04:28"
10168,0018023665,"2018-04-16 11:17:27","2018-04-16 11:20:20"
10168,0018024117,"2018-04-16 10:12:25","2018-04-16 10:31:31"
10168,0018024866,"2018-04-16 08:52:53","2018-04-16 09:04:24"
10168,0018026905,"2018-04-16 10:39:57","2018-04-16 10:44:01"
10168,0018028284,"2018-04-16 11:03:18","2018-04-16 11:05:19"
10188,0017936876,"2018-04-16 11:28:46","2018-04-16 11:36:09"
10188,0017970955,"2018-04-16 10:19:12","2018-04-16 10:28:59"
10188,0017997375,"2018-04-16 11:34:20","2018-04-16 11:44:04"
10188,0017998144,"2018-04-16 09:20:38","2018-04-16 09:27:24"
10188,0017998487,"2018-04-16 10:20:40","2018-04-16 10:28:59"
10188,0018004161,"2018-04-16 08:25:13","2018-04-16 08:33:15"
10188,0018013486,"2018-04-16 08:03:52","2018-04-16 08:29:21"
10188,0018013802,"2018-04-16 08:55:03","2018-04-16 09:02:02"
10188,0018014735,"2018-04-16 09:18:13","2018-04-16 09:27:24"
10188,0018021126,"2018-04-16 08:00:34","2018-04-16 08:08:32"
10188,0018021738,"2018-04-16 11:13:09","2018-04-16 11:21:09"
10188,0018022949,"2018-04-16 09:21:26","2018-04-16 09:27:24"
10188,0018023029,"2018-04-16 09:19:43","2018-04-16 09:27:24"
10188,0018023696,"2018-04-16 10:01:39","2018-04-16 10:07:44"
10188,0018029689,"2018-04-16 11:52:30","2018-04-16 11:58:48"
10228,0018014579,"2018-04-16 11:22:39","2018-04-16 11:25:57"
10228,0018016747,"2018-04-16 09:00:53","2018-04-16 09:12:33"
10228,0018020494,"2018-04-16 09:29:06","2018-04-16 09:30:57"
10228,0018020708,"2018-04-16 09:15:54","2018-04-16 09:18:59"
10256,0018000252,"2018-04-16 09:42:07","2018-04-16 09:54:50"
10256,0018006053,"2018-04-16 09:09:03","2018-04-16 09:54:14"
10256,0018014517,"2018-04-16 09:10:49","2018-04-16 09:54:50"
10256,0018014607,"2018-04-16 09:08:28","2018-04-16 09:54:14"
10256,0018015854,"2018-04-16 09:10:18","2018-04-16 09:54:50"
10256,0018016164,"2018-04-16 09:07:03","2018-04-16 09:09:54"
10256,0018017518,"2018-04-16 09:09:23","2018-04-16 09:54:14"
10256,0018020230,"2018-04-16 09:07:47","2018-04-16 09:09:54"
10256,0018020983,"2018-04-16 09:42:48","2018-04-16 09:54:50"
10275,0017994845,"2018-04-16 10:58:27","2018-04-16 11:09:00"
10275,0018006934,"2018-04-16 10:22:47","2018-04-16 10:44:58"
10277,0017998674,"2018-04-16 10:05:31","2018-04-16 10:12:04"
10277,0018001808,"2018-04-16 10:04:13","2018-04-16 10:12:03"
10277,0018008388,"2018-04-16 10:04:53","2018-04-16 10:12:04"
10277,0018010279,"2018-04-16 09:25:10","2018-04-16 09:35:27"
10277,0018011034,"2018-04-16 10:03:19","2018-04-16 10:12:03"
10277,0018011053,"2018-04-16 10:03:50","2018-04-16 10:12:03"
10277,0018011126,"2018-04-16 10:42:43","2018-04-16 10:52:48"
10277,0018011233,"2018-04-16 10:49:47","2018-04-16 10:57:50"
10277,0018011244,"2018-04-16 10:28:37","2018-04-16 10:40:12"
10277,0018011551,"2018-04-16 11:42:08","2018-04-16 11:48:58"
10277,0018013954,"2018-04-16 08:37:20","2018-04-16 08:45:58"
10277,0018014365,"2018-04-16 09:40:47","2018-04-16 09:57:21"
10277,0018014796,"2018-04-16 09:19:59","2018-04-16 09:31:53"
10277,0018016873,"2018-04-16 10:03:03","2018-04-16 10:12:03"
10277,0018024617,"2018-04-16 10:31:16","2018-04-16 10:40:12"
10277,0018027227,"2018-04-16 11:58:05","2018-04-16 12:08:58"
10295,0017998115,"2018-04-16 09:00:10",
10295,0018002083,"2018-04-16 08:59:48",
10295,0018002742,"2018-04-16 11:02:47",
10295,0018003255,"2018-04-16 09:52:29",
10295,0018006774,"2018-04-16 10:21:38",
10295,0018015892,"2018-04-16 10:21:04",
10295,0018020804,"2018-04-16 09:53:05",
17512,0018019680,"2018-04-16 08:25:59","2018-04-16 08:32:34"
17544,0017996016,"2018-04-16 09:38:50","2018-04-16 09:41:02"
18112,0018022809,"2018-04-16 10:13:07","2018-04-16 10:33:24"
52024,0018008333,"2018-04-16 08:43:39","2018-04-16 08:56:31"
52024,0018009910,"2018-04-16 10:40:45","2018-04-16 10:45:20"
52024,0018012706,"2018-04-16 08:31:09","2018-04-16 08:56:31"
52024,0018013822,"2018-04-16 09:05:32","2018-04-16 09:36:17"
52024,0018014208,"2018-04-16 09:24:55","2018-04-16 09:37:00"
52024,0018015934,"2018-04-16 08:39:45","2018-04-16 08:56:31"
52024,0018019648,"2018-04-16 09:03:33","2018-04-16 09:35:47"
52024,0018021094,"2018-04-16 09:12:13","2018-04-16 09:36:28"
52227,0017981858,"2018-04-16 08:57:13","2018-04-16 09:02:45"
52227,0017987940,"2018-04-16 09:43:12","2018-04-16 09:45:35"
52227,0018000018,"2018-04-16 09:09:32","2018-04-16 09:11:52"
52227,0018003173,"2018-04-16 08:56:42","2018-04-16 09:02:45"
52227,0018003590,"2018-04-16 08:14:08","2018-04-16 08:25:35"
52227,0018005968,"2018-04-16 09:12:39","2018-04-16 09:16:57"
52227,0018008762,"2018-04-16 09:12:13","2018-04-16 09:16:09"
52227,0018010357,"2018-04-16 08:34:08","2018-04-16 08:38:02"
52227,0018010654,"2018-04-16 08:54:53","2018-04-16 09:02:45"
52227,0018011996,"2018-04-16 08:19:54","2018-04-16 08:30:35"
52227,0018012465,"2018-04-16 11:20:43","2018-04-16 11:22:45"
52227,0018012539,"2018-04-16 08:54:01","2018-04-16 08:57:23"
52227,0018012695,"2018-04-16 10:48:37","2018-04-16 10:52:14"
52227,0018013424,"2018-04-16 08:57:32","2018-04-16 09:02:45"
52227,0018014341,"2018-04-16 10:22:04","2018-04-16 10:26:38"
52227,0018014805,"2018-04-16 09:13:00","2018-04-16 09:16:57"
52227,0018015106,"2018-04-16 10:02:56","2018-04-16 10:22:00"
52227,0018015709,"2018-04-16 09:41:58","2018-04-16 09:45:35"
52227,0018015749,"2018-04-16 11:20:03","2018-04-16 11:22:45"
52227,0018016363,"2018-04-16 10:52:09","2018-04-16 10:57:12"
52227,0018016441,"2018-04-16 08:55:15","2018-04-16 09:02:45"
52227,0018016543,"2018-04-16 10:48:24","2018-04-16 10:50:05"
